,Unnamed: 0,Country.Name,Country.Code,Indicator.Name,Indicator.Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
95,32352,Albania,ALB,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,24281.0,25345.0,26358.0,27284.0,28091.0,28749.0,29457.0,30044.0,30475.0,30709.0,30704.0,30598.0,30343.0,30090.0,30029.0,30373.0,30764.0,31258.0,31743.0,32065.0,32051.0,32188.0,32283.0,32413.0,32675.0,33162.0,33770.0,34465.0,35150.0,35707.0,36050.0,36478.0,36630.0,36411.0,35724.0,34410.0,33466.0,32342.0,31146.0,30032.0,29188.0,27946.0,26670.0,25345.0,23956.0,22538.0,21191.0,19754.0,18299.0,16908.0,15661.0,14999.0,14677.0,14649.0,14850.0,15195.0,
96,32353,Albania,ALB,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,25242.0,26417.0,27564.0,28621.0,29521.0,30194.0,30969.0,31608.0,32076.0,32335.0,32351.0,32274.0,32035.0,31790.0,31744.0,32120.0,32567.0,33127.0,33680.0,34067.0,34106.0,34310.0,34460.0,34633.0,34934.0,35449.0,36137.0,36932.0,37676.0,38170.0,38290.0,38671.0,38560.0,38025.0,37189.0,36056.0,34917.0,33955.0,33067.0,32160.0,31249.0,30146.0,28827.0,27351.0,25800.0,24267.0,22800.0,21333.0,19891.0,18499.0,17178.0,16421.0,15943.0,15760.0,15887.0,16332.0,
97,32354,Albania,ALB,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,23110.0,24190.0,25241.0,26225.0,27113.0,27875.0,28675.0,29377.0,29947.0,30340.0,30524.0,30582.0,30435.0,30198.0,30036.0,30131.0,30395.0,30798.0,31257.0,31640.0,31799.0,31971.0,32080.0,32186.0,32376.0,32732.0,33259.0,33877.0,34502.0,35024.0,35361.0,35786.0,36016.0,35986.0,35607.0,34752.0,34071.0,33178.0,32148.0,31105.0,30208.0,29068.0,27872.0,26600.0,25223.0,23762.0,22397.0,20932.0,19420.0,17937.0,16541.0,15594.0,14982.0,14664.0,14585.0,14682.0,
98,32355,Albania,ALB,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,24003.0,25156.0,26315.0,27420.0,28414.0,29230.0,30108.0,30873.0,31489.0,31916.0,32123.0,32219.0,32093.0,31869.0,31717.0,31832.0,32146.0,32607.0,33128.0,33572.0,33785.0,34021.0,34183.0,34341.0,34586.0,34994.0,35618.0,36348.0,37031.0,37479.0,37572.0,37938.0,37909.0,37556.0,37019.0,36328.0,35408.0,34656.0,33946.0,33151.0,32254.0,31286.0,30077.0,28671.0,27145.0,25577.0,24067.0,22547.0,21035.0,19550.0,18108.0,17108.0,16362.0,15885.0,15694.0,15802.0,
99,32358,Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.925,40.369,39.628,38.724,37.696,36.599,35.494,34.431,33.451,32.579,31.821,31.161,30.558000000000003,29.983,29.43,28.898000000000003,28.397,27.94,27.536,27.186,26.901,26.688,26.541,26.44,26.363000000000003,26.278,26.152,25.959,25.677,25.29,24.789,24.173,23.464,22.686,21.854,20.98,20.075,19.15,18.22,17.302,16.401,15.513,14.642,13.806,13.036,12.383,11.906,11.630999999999998,11.561,11.679,11.952,12.325,12.73,13.106,13.414,,
100,32412,Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.328,10.72,10.176,9.708,9.321,9.01,8.762,8.555,8.366,8.184,7.996,7.7970000000000015,7.59,7.381,7.1720000000000015,6.9689999999999985,6.782,6.619,6.483,6.376,6.289,6.212999999999999,6.138,6.06,5.98,5.907,5.856,5.837999999999999,5.857,5.9110000000000005,5.99,6.081,6.167000000000002,6.234,6.273,6.274,6.23,6.149,6.044,5.9270000000000005,5.818,5.7410000000000005,5.711,5.737,5.822,5.957000000000002,6.131,6.3210000000000015,6.507999999999999,6.684,6.841,6.981,7.109,7.232,7.35,,
101,32499,Albania,ALB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0999984741211,44.2999992370605,42.5,42.2999992370605,42.0,42.4000015258789,43.4000015258789,42.0,41.7999992370605,44.0999984741211,36.2999992370605,43.4000015258789,43.7999992370605,43.0,42.4000015258789,41.2999992370605,40.7999992370605,39.5,37.9000015258789,37.5,38.2999992370605,39.0999984741211,38.7000007629395,38.2000007629395,,
102,32501,Albania,ALB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,66.1999969482422,63.5999984741211,63.7999992370605,64.40000152587889,65.0,65.8000030517578,64.40000152587889,63.9000015258789,63.9000015258789,59.5999984741211,63.2999992370605,62.0,61.0999984741211,60.0999984741211,59.7000007629395,57.5,57.7999992370605,57.4000015258789,57.2999992370605,56.5999984741211,55.9000015258789,54.0,54.5,,
103,32503,Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2999992370605,55.4000015258789,53.2000007629395,53.2000007629395,53.2999992370605,53.7000007629395,54.5,53.0999984741211,52.7000007629395,53.7999992370605,47.7999992370605,53.2999992370605,52.7999992370605,52.0,51.2000007629395,50.5,49.0999984741211,48.5999984741211,47.5999984741211,47.2999992370605,47.4000015258789,47.4000015258789,46.2999992370605,46.2999992370605,,
104,32505,Albania,ALB,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4000015258789,37.7999992370605,35.0999984741211,34.7000007629395,34.0,34.9000015258789,36.2999992370605,34.5999984741211,33.7999992370605,36.7000007629395,33.7999992370605,35.9000015258789,35.5999984741211,32.9000015258789,30.600000381469695,27.7000007629395,26.2000007629395,22.2000007629395,20.7999992370605,21.7999992370605,22.0,22.5,23.0,23.100000381469695,,
105,32507,Albania,ALB,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9000015258789,50.4000015258789,44.5999984741211,45.0,46.9000015258789,46.5,48.4000015258789,44.7999992370605,42.7999992370605,44.0999984741211,33.5,42.4000015258789,41.5,39.0999984741211,36.7999992370605,35.0,32.2000007629395,30.0,29.600000381469695,29.2999992370605,29.100000381469695,28.5,28.399999618530305,28.7000007629395,,
106,32509,Albania,ALB,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7999992370605,44.2000007629395,39.9000015258789,39.9000015258789,40.5,40.5999984741211,42.2000007629395,39.5999984741211,38.0999984741211,40.2999992370605,33.5999984741211,39.0999984741211,38.5,36.0,33.7000007629395,31.399999618530305,29.2999992370605,26.2000007629395,25.2999992370605,25.7000007629395,25.7000007629395,25.600000381469695,25.7999992370605,26.0,,
107,32534,Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.489,6.401,6.282,6.132999999999999,5.96,5.773,5.581,5.394,5.218,5.057,4.91,4.775,4.642,4.509,4.373,4.235,4.099,3.966,3.841,3.725,3.621,3.53,3.452,3.383,3.323,3.269,3.217,3.164,3.108,3.0460000000000003,2.978,2.905,2.829,2.7510000000000003,2.672,2.591,2.508,2.423,2.337,2.249,2.16,2.068,1.975,1.884,1.798,1.724,1.668,1.635,1.625,1.636,1.663,1.699,1.735,1.765,1.784,,
108,32536,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1924242453.00793,1965384586.2409,2173750012.5,2156624900.0,2126000000.0,2335124987.5,2101624962.5,1139166645.8333302,709452583.880319,1228071037.84446,1985673798.10258,2424499009.1426396,3314898291.37753,2359903108.25164,2707123772.39715,3414760915.22464,3632043907.7897396,4060758804.1064,4435078647.86039,5746945912.88569,7314865175.67485,8158548716.529409,8992642348.95796,10701011896.7708,12881352687.7773,12044212903.8168,11926953258.916,12890867538.5302,12319784787.2987,12781029643.5936,13277963807.0823,11455595709.1413,
109,32537,Albania,ALB,GDP growth (annual%),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.74563526610041,2.94859680232911,1.10493826600218,-1.25159664394278,1.78064395791648,5.637243195599622,-0.7878426487084201,-1.42003967816675,9.83654899260358,-9.57564018741695,-29.5889976817695,-7.19999998650893,9.60000001192878,8.29999999672621,13.299999986338902,9.09999999999984,-10.8378557343801,9.008852539544463,13.501173375611,6.666620514666178,7.94033142118306,4.23137101197186,5.77349056968094,5.709556581214058,5.72081995256856,5.43101273397926,5.90000000867104,7.52999998948079,3.35000000887302,3.70999999380066,2.55000000544001,1.41999999814648,1.10999999256572,2.0,2.5599999999999903,
110,32538,Albania,ALB,GDP per capita (Current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,662.520052309054,662.914792567128,719.1572957039142,699.384292086697,676.566732520011,723.409610237851,639.463899289892,348.71131778698197,218.49216590263302,380.527371084275,619.065163447139,760.559375774093,1046.35851058923,749.584648972451,865.302161845067,1098.42546338936,1175.78898073398,1326.97033929337,1453.6427766085299,1890.68155743544,2416.5882350701,2709.1429305620104,3005.0129033755998,3603.013685366379,4370.53964653148,4114.13654490945,4094.3588319191804,4437.8119990258,4247.83985201907,4412.34557813421,4588.64944014811,3965.01680558488,
111,32540,Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,760.0,760.0,790.0,680.0,420.0,300.0,320.0,400.0,660.0,920.0,830.0,900.0,1010.0,1170.0,1330.0,1410.0,1690.0,2150.0,2670.0,3090.0,3480.0,4050.0,4280.0,4360.0,4390.0,4360.0,4480.0,4450.0,4290.0,
112,32541,Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,1970.0,1840.0,2150.0,2420.0,2860.0,3210.0,2930.0,3270.0,3770.0,4160.0,4650.0,4900.0,5320.0,5790.0,6320.0,7270.0,7870.0,8810.0,9190.0,9210.0,9610.0,10280.0,10440.0,11030.0,11140.0,
113,32542,Albania,ALB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,2190743081.26295,2332656938.15264,2392371983.6241198,2534775243.2218,2222566164.91128,1371906619.0913,969813375.417753,1044129833.59684,1289548193.22616,2106321923.34625,2920153389.2799892,2610446154.42393,2830938584.58298,3133570682.17731,3599110958.5450397,4075316290.07568,4299366513.97801,5145317135.16926,6508252685.79136,8049507419.048141,9233876611.05834,10343305951.3014,11947254619.0049,12539577880.4674,12709489033.5204,12765821980.7387,12658733935.5583,12973151447.9989,12883040678.4317,12385693726.4984,
114,32550,Albania,ALB,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.53778549,247.13767322,229.83007393,239.40639574,263.70931176,263.00226739,275.86678107,302.72911468,325.28224179,361.8436802,380.41578445,412.87709072,461.17078502,511.10426730000006,540.76887208,497.92833308,554.48411738,544.00617177,564.06596489,614.53594606,,
115,32551,Albania,ALB,"Health expenditure, public (% of GDP)",SH.XPD.PUBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71300445532833,1.74619754628048,2.02450940476327,2.09512775678097,2.5101714165604703,2.2584179581602704,2.29222401883407,2.25632589321577,2.25210415138827,2.67940487027608,2.7064554432072403,2.5751360922079702,2.62917110005578,2.69389845031128,2.8335757429214103,2.47656802965785,2.84917085992716,2.73570410001882,2.8359842357965697,2.93637327545596,,
116,32555,Albania,ALB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,94.0,94.0,78.0,94.0,96.0,99.0,97.0,98.0,99.0,96.0,97.0,97.0,97.0,98.0,97.0,97.0,98.0,97.0,98.0,99.0,98.0,99.0,99.0,99.0,99.0,98.0,98.0,
117,32556,Albania,ALB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,90.0,90.0,93.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,88.0,80.0,87.0,76.0,90.0,91.0,92.0,95.0,89.0,85.0,95.0,95.0,96.0,93.0,96.0,97.0,95.0,97.0,98.0,97.0,99.0,99.0,98.0,99.0,98.0,98.0,
118,32557,Albania,ALB,Improved sanitation facilities (% of population with access),SH.STA.ACSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,78.2,78.3,78.4,78.6,79.4,80.2,81.0,81.8,82.6,83.4,84.2,85.0,85.8,86.6,87.4,88.1,88.9,89.6,90.2,90.9,91.5,92.1,92.7,93.2,93.2,
119,32558,Albania,ALB,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,95.7,95.7,95.8,95.8,95.9,96.1,96.2,96.1,96.1,96.1,96.0,96.0,95.9,95.8,95.7,95.6,95.5,95.4,95.2,95.1,95.1,
120,32559,Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.005421253526,85.00475123871571,22.5650526933696,7.79321853789192,12.7254778087105,33.1802743753955,20.6428588670596,0.3894376535616561,0.0500181363468326,3.1075882703143,7.770525834315599,0.484002611818484,2.2800191693809904,2.36658195679796,2.37072831904276,2.93268248162327,3.35924241776582,2.2805022218201403,3.5522673879091204,3.45034715267991,2.0315959399655803,1.9376175490389695,1.63177798824094,1.8878095317061103,
121,32562,Albania,ALB,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7000007629395,53.2999992370605,53.5,53.0999984741211,52.5999984741211,51.4000015258789,50.4000015258789,51.5,50.0999984741211,48.7999992370605,47.7000007629395,46.5999984741211,46.0999984741211,42.9000015258789,39.7999992370605,36.9000015258789,34.2999992370605,31.899999618530305,29.7000007629395,27.899999618530305,28.5,29.100000381469695,29.7000007629395,30.2999992370605,30.899999618530305,,
122,32563,Albania,ALB,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5999984741211,65.3000030517578,65.59999847412111,65.09999847412111,64.5,63.4000015258789,62.2999992370605,63.2999992370605,61.9000015258789,60.5999984741211,59.4000015258789,58.0999984741211,57.4000015258789,54.0999984741211,50.9000015258789,48.0,45.4000015258789,43.2000007629395,41.2000007629395,39.4000015258789,40.2999992370605,40.9000015258789,41.4000015258789,41.7999992370605,42.2999992370605,,
123,32564,Albania,ALB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2999992370605,58.2000007629395,58.2999992370605,58.2000007629395,58.0,57.7000007629395,57.2999992370605,57.5999984741211,57.0999984741211,56.7000007629395,56.4000015258789,56.0999984741211,56.0,55.4000015258789,54.7000007629395,54.0999984741211,53.5,52.7999992370605,52.2999992370605,51.7000007629395,51.7999992370605,51.7000007629395,51.7000007629395,51.7000007629395,51.7000007629395,,
124,32565,Albania,ALB,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9000015258789,78.3000030517578,78.3000030517578,78.5,78.6999969482422,78.5999984741211,78.5,78.6999969482422,78.5,78.1999969482422,78.0,77.6999969482422,77.5999984741211,77.0,76.4000015258789,75.8000030517578,75.1999969482422,74.6999969482422,74.0999984741211,73.5999984741211,73.6999969482422,73.8000030517578,73.9000015258789,74.0,74.1999969482422,,
125,32566,Albania,ALB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,68.59999847412111,68.59999847412111,68.59999847412111,68.5,68.3000030517578,68.0,68.1999969482422,67.8000030517578,67.40000152587889,67.09999847412111,66.8000030517578,66.6999969482422,66.09999847412111,65.5,64.90000152587889,64.3000030517578,63.7000007629395,63.2000007629395,62.5999984741211,62.7000007629395,62.7999992370605,62.7999992370605,62.9000015258789,63.0,,
126,32576,Albania,ALB,"Labor force, female",SL.TLF.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576016.0,588019.0,591551.0,594177.0,594881.0,590893.0,583809.0,581629.0,570327.0,558724.0,551469.0,546519.0,549176.0,545228.0,542421.0,538679.0,533739.0,527079.0,519828.0,515146.0,516975.0,520973.0,525555.0,529821.0,533401.0,,
127,32577,Albania,ALB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5619362153103,41.2161598574584,41.7423291411136,42.2879807668356,42.678064108818496,42.939372579227,42.6236581749208,42.3743767284765,41.948177367003105,41.4143884913417,41.1573822881209,41.070038325693204,41.17777172930961,41.244409748068,41.38811145057271,41.4125083412518,41.4266265961707,41.3099482488226,41.0951691665277,41.0102050645588,40.9169480337546,40.9995435514842,41.072525473242,41.1766351675561,41.2665096675167,,
128,32578,Albania,ALB,"Labor force, total",SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420090.0,1426671.0,1417149.0,1405073.0,1393880.0,1376110.0,1369683.0,1372596.0,1359599.0,1349106.0,1339903.0,1330700.0,1333671.0,1321944.0,1310572.0,1300764.0,1288396.0,1275913.0,1264937.0,1256141.0,1263474.0,1270680.0,1279578.0,1286703.0,1292576.0,,
129,32579,Albania,ALB,"Labor participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2000007629395,54.2000007629395,54.2000007629395,54.0,53.7000007629395,53.2000007629395,52.7000007629395,52.9000015258789,52.4000015258789,51.7999992370605,51.4000015258789,51.0,50.7999992370605,49.9000015258789,49.0999984741211,48.2999992370605,47.5,46.7000007629395,45.9000015258789,45.2999992370605,45.2000007629395,45.0999984741211,45.0,44.9000015258789,44.7999992370605,,
130,32581,Albania,ALB,"Labor participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6999969482422,75.3000030517578,75.3000030517578,75.3000030517578,75.1999969482422,74.9000015258789,74.5999984741211,74.8000030517578,74.3000030517578,73.9000015258789,73.4000015258789,72.9000015258789,72.5,71.3000030517578,70.0,68.90000152587889,67.8000030517578,66.8000030517578,66.0,65.1999969482422,65.3000030517578,65.3000030517578,65.40000152587889,65.5,65.59999847412111,,
131,32583,Albania,ALB,"Labor participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1999969482422,65.0,65.0,64.8000030517578,64.59999847412111,64.09999847412111,63.7000007629395,63.7999992370605,63.2000007629395,62.7000007629395,62.2000007629395,61.7999992370605,61.5,60.5,59.5,58.5999984741211,57.5999984741211,56.7000007629395,55.9000015258789,55.2000007629395,55.2000007629395,55.0999984741211,55.0999984741211,55.0999984741211,55.0999984741211,,
